attempttime,difficulty,userid,iscorrect,examid
1488744601935,2,e8890320-941b-11e6-89ca-ed089da484ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744601939,1,e8890320-941b-11e6-89ca-ed089da484ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744601941,2,e8890320-941b-11e6-89ca-ed089da484ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744601961,1,1f44d6bc-9423-11e6-9be0-a7e4183f7c13,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744601975,2,1f44d6bc-9423-11e6-9be0-a7e4183f7c13,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744601983,2,1f44d6bc-9423-11e6-9be0-a7e4183f7c13,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602211,1,49444ca0-9431-11e6-bc31-90567c4c5268,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602213,1,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602215,2,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602218,2,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602220,2,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602222,2,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602224,2,49444ca0-9431-11e6-bc31-90567c4c5268,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602226,2,49444ca0-9431-11e6-bc31-90567c4c5268,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602229,1,49444ca0-9431-11e6-bc31-90567c4c5268,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602231,2,49444ca0-9431-11e6-bc31-90567c4c5268,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602303,1,76d9c947-9435-11e6-a078-f7423bb4bf8f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602307,1,76d9c947-9435-11e6-a078-f7423bb4bf8f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602309,2,76d9c947-9435-11e6-a078-f7423bb4bf8f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602311,2,76d9c947-9435-11e6-a078-f7423bb4bf8f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602313,2,76d9c947-9435-11e6-a078-f7423bb4bf8f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602315,2,76d9c947-9435-11e6-a078-f7423bb4bf8f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602317,2,76d9c947-9435-11e6-a078-f7423bb4bf8f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744602380,2,2cdf8940-943a-11e6-a023-626638138f61,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603529,1,dab8dc08-946e-11e6-8e33-c100104c2d95,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603535,2,dab8dc08-946e-11e6-8e33-c100104c2d95,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603544,2,dab8dc08-946e-11e6-8e33-c100104c2d95,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603581,1,a7982f10-9472-11e6-9f5b-8c5331c4cd81,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603584,1,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603586,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603588,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603591,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603593,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603595,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603597,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603599,1,a7982f10-9472-11e6-9f5b-8c5331c4cd81,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603601,2,a7982f10-9472-11e6-9f5b-8c5331c4cd81,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603786,1,5d0b3550-947c-11e6-aa27-80907ee85b0f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603788,1,5d0b3550-947c-11e6-aa27-80907ee85b0f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603790,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603791,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603793,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603794,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603796,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603799,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603801,1,5d0b3550-947c-11e6-aa27-80907ee85b0f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744603802,2,5d0b3550-947c-11e6-aa27-80907ee85b0f,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604291,1,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604297,2,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604299,2,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604303,2,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604305,2,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604308,2,5b7c4a60-949c-11e6-a477-8f6257b0fb36,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604353,1,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604356,1,5d710b30-94bc-11e6-bd64-5b26df1fe206,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604358,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604359,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604361,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604363,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604365,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604367,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604369,1,5d710b30-94bc-11e6-bd64-5b26df1fe206,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604372,2,5d710b30-94bc-11e6-bd64-5b26df1fe206,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604585,1,4766ba37-94e3-11e6-9034-0cb2b214d8c9,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604590,2,4766ba37-94e3-11e6-9034-0cb2b214d8c9,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604601,2,4766ba37-94e3-11e6-9034-0cb2b214d8c9,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604608,2,4766ba37-94e3-11e6-9034-0cb2b214d8c9,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604614,2,8c8ffdc0-94e4-11e6-8ead-240be132c259,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604625,2,8c8ffdc0-94e4-11e6-8ead-240be132c259,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604629,2,8c8ffdc0-94e4-11e6-8ead-240be132c259,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604692,1,6a75b000-94e8-11e6-ba2c-37db340eacc3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604696,1,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604697,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604701,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604703,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604705,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604707,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604709,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604711,1,6a75b000-94e8-11e6-ba2c-37db340eacc3,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604713,2,6a75b000-94e8-11e6-ba2c-37db340eacc3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604824,2,559722e0-94f7-11e6-a9f8-d24ca50795b6,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744604830,2,559722e0-94f7-11e6-a9f8-d24ca50795b6,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605306,1,f75f0430-9515-11e6-adec-80eeb3ae7d28,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605308,1,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605311,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605313,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605314,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605317,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605320,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605322,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605324,1,f75f0430-9515-11e6-adec-80eeb3ae7d28,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605326,2,f75f0430-9515-11e6-adec-80eeb3ae7d28,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605400,1,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605405,2,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605407,2,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605409,2,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605413,2,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605420,2,630643b6-9522-11e6-9c25-bbfe3e8426bd,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605620,1,fa60c1c0-9531-11e6-8206-669951b55638,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605640,2,fa60c1c0-9531-11e6-8206-669951b55638,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605930,1,f4ca8060-9546-11e6-8ef2-9480672f8cf3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605934,1,f4ca8060-9546-11e6-8ef2-9480672f8cf3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605940,2,f4ca8060-9546-11e6-8ef2-9480672f8cf3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605963,2,f4ca8060-9546-11e6-8ef2-9480672f8cf3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744605968,2,f4ca8060-9546-11e6-8ef2-9480672f8cf3,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606048,1,59070cf0-9552-11e6-8385-b928e289941c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606062,2,59070cf0-9552-11e6-8385-b928e289941c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606068,2,59070cf0-9552-11e6-8385-b928e289941c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606219,1,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606224,1,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606226,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606229,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606232,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606234,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606237,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606239,2,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606241,1,39713870-955c-11e6-85eb-6321c23a64ea,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606244,2,39713870-955c-11e6-85eb-6321c23a64ea,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606795,1,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606799,1,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606800,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606802,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606804,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606805,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606807,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606808,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606810,1,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606811,2,dcdde71d-95b8-11e6-9ae6-d694ac3c513e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606971,1,8f277daa-95c3-11e6-a6cb-052abacd33eb,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606975,1,8f277daa-95c3-11e6-a6cb-052abacd33eb,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744606986,2,8f277daa-95c3-11e6-a6cb-052abacd33eb,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607181,1,0dd1634a-95d4-11e6-bb98-5cef1bb7f93a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607182,1,0dd1634a-95d4-11e6-bb98-5cef1bb7f93a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607184,2,0dd1634a-95d4-11e6-bb98-5cef1bb7f93a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607185,2,0dd1634a-95d4-11e6-bb98-5cef1bb7f93a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607193,2,0dd1634a-95d4-11e6-bb98-5cef1bb7f93a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607302,2,e540c5f0-95dc-11e6-b174-b0c9b5ea4df0,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607311,2,e540c5f0-95dc-11e6-b174-b0c9b5ea4df0,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607317,2,e540c5f0-95dc-11e6-b174-b0c9b5ea4df0,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607357,1,5424fff0-95e1-11e6-8c41-1f842e3715f5,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607359,1,5424fff0-95e1-11e6-8c41-1f842e3715f5,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607361,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607363,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607365,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607367,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607369,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607371,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607375,1,5424fff0-95e1-11e6-8c41-1f842e3715f5,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607377,2,5424fff0-95e1-11e6-8c41-1f842e3715f5,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607379,1,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607382,1,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607383,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607385,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607387,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607388,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607391,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607392,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607394,1,8f5b62d0-95e1-11e6-b701-8932a65c3199,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607396,2,8f5b62d0-95e1-11e6-b701-8932a65c3199,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607595,1,c7adf2c0-95f9-11e6-a754-2de6830079f1,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607661,1,60bb9ae1-9601-11e6-a516-34005f504501,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607664,1,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607666,2,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607668,2,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607670,2,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607672,2,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607675,2,60bb9ae1-9601-11e6-a516-34005f504501,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607679,1,60bb9ae1-9601-11e6-a516-34005f504501,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607681,2,60bb9ae1-9601-11e6-a516-34005f504501,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607683,1,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607686,1,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607689,2,f4281587-9601-11e6-8031-54e3e1e54d2e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607691,2,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607693,2,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607694,2,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607696,2,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607698,2,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607700,1,f4281587-9601-11e6-8031-54e3e1e54d2e,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744607702,2,f4281587-9601-11e6-8031-54e3e1e54d2e,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608413,1,6816f040-962c-11e6-813d-bf50c8c75a9c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608417,2,6816f040-962c-11e6-813d-bf50c8c75a9c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608422,2,6816f040-962c-11e6-813d-bf50c8c75a9c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608428,2,6816f040-962c-11e6-813d-bf50c8c75a9c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608434,2,6816f040-962c-11e6-813d-bf50c8c75a9c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608436,1,b7006550-962d-11e6-a951-06d288e0a3ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608443,2,b7006550-962d-11e6-a951-06d288e0a3ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608445,2,b7006550-962d-11e6-a951-06d288e0a3ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608451,2,b7006550-962d-11e6-a951-06d288e0a3ae,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608556,2,4f3a0200-965f-11e6-88a6-23792b381ba1,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608562,2,4f3a0200-965f-11e6-88a6-23792b381ba1,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608566,1,4f3a0200-965f-11e6-88a6-23792b381ba1,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608569,2,4f3a0200-965f-11e6-88a6-23792b381ba1,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608616,1,05a9baf0-966d-11e6-a69c-ce4e32057d47,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608618,1,05a9baf0-966d-11e6-a69c-ce4e32057d47,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608620,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608622,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608624,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608626,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,True,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608629,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608631,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608633,1,05a9baf0-966d-11e6-a69c-ce4e32057d47,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608636,2,05a9baf0-966d-11e6-a69c-ce4e32057d47,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608812,1,cae992de-9685-11e6-afa1-5f5a28d6601c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608816,2,cae992de-9685-11e6-afa1-5f5a28d6601c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608826,2,cae992de-9685-11e6-afa1-5f5a28d6601c,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608963,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608965,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608967,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608969,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608972,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744608978,2,00a80089-9692-11e6-8b74-31ea9e02b7c4,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609654,2,91b3c520-96ba-11e6-954e-e3ba0a45f6cb,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609662,1,91c6d3f6-96bd-11e6-9b29-23ad38662b60,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609665,1,91c6d3f6-96bd-11e6-9b29-23ad38662b60,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609678,2,91c6d3f6-96bd-11e6-9b29-23ad38662b60,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609680,2,91c6d3f6-96bd-11e6-9b29-23ad38662b60,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609684,2,91c6d3f6-96bd-11e6-9b29-23ad38662b60,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609877,1,b3519540-96c9-11e6-8bc8-f5b1e7ce678a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
1488744609880,1,b3519540-96c9-11e6-8bc8-f5b1e7ce678a,False,72975611-4a5e-11e5-a83f-8b51c790d8b8
